S/N:,211229100,,
,Thorlabs calibration data,,Reference (measurement) wavelength (nm) =
,S130VC,,Area (sqr µm) =
,Wavelength (nm),Responsivity (A/W),Responsivity with ND Filter (A/W)
,200,8.776699029,4.071428571
,201,8.751606824,4.0411994
,202,8.728568103,4.010967097
,203,8.709636351,3.98072853
,204,8.696865052,3.95048057
,205,8.692307692,3.920220083
,206,8.697314532,3.889953707
,207,8.71042294,3.859727156
,208,8.729467062,3.829595911
,209,8.752281043,3.799615455
,210,8.776699029,3.76984127
,211,8.800680774,3.740328421
,212,8.822688461,3.711130307
,213,8.841309883,3.682299911
,214,8.855132831,3.653890214
,215,8.862745098,3.625954198
,216,8.863570685,3.598455837
,217,8.860378431,3.571003068
,218,8.856773383,3.543114816
,219,8.85636059,3.514310011
,220,8.862745098,3.484107579
,221,8.878153486,3.452083568
,222,8.89929845,3.4180425
,223,8.921514214,3.381846016
,224,8.940135006,3.34335576
,225,8.95049505,3.302433372
,226,8.949109876,3.259083989
,227,8.937220238,3.213886721
,228,8.917248191,3.167564174
,229,8.891615792,3.120838951
,230,8.862745098,3.074433657
,231,8.832559914,3.029144508
,232,8.800991036,2.986062165
,233,8.76747101,2.946350899
,234,8.73143238,2.911174982
,235,8.692307692,2.881698686
,236,8.650311647,2.85877605
,237,8.608787566,2.842020194
,238,8.571860927,2.830734005
,239,8.543657208,2.824220371
,240,8.528301887,2.821782178
,241,8.528487488,2.822751724
,242,8.541174722,2.826578939
,243,8.561891348,2.832743163
,244,8.586165125,2.840723737
,245,8.60952381,2.85
,246,8.627922852,2.860159614
,247,8.639028468,2.87122353
,248,8.640934562,2.88332102
,249,8.63173504,2.896581356
,250,8.60952381,2.91113381
,251,8.573465108,2.92702
,252,8.527004509,2.943930918
,253,8.474657916,2.961469903
,254,8.420941235,2.979240293
,255,8.37037037,2.996845426
,256,8.326032302,3.013989215
,257,8.2852983,3.030777881
,258,8.24411071,3.047418217
,259,8.198411876,3.064117018
,260,8.144144144,3.081081081
,261,8.078243792,3.098405471
,262,8.00162283,3.11573834
,263,7.916187202,3.132616111
,264,7.823842853,3.148575208
,265,7.726495726,3.163152053
,266,7.62559718,3.17585099
,267,7.520780227,3.18604804
,268,7.411223291,3.193087141
,269,7.296104798,3.196312236
,270,7.174603175,3.195067265
,271,7.046013245,3.188823565
,272,6.910095429,3.177562068
,273,6.766726546,3.161391105
,274,6.615783416,3.140419005
,275,6.457142857,3.114754098
,276,6.290970326,3.084602872
,277,6.118585827,3.050564448
,278,5.941597998,3.013336103
,279,5.76161548,2.973615116
,280,5.580246914,2.932098765
,281,5.399096279,2.889422686
,282,5.219748919,2.845975931
,283,5.043785519,2.802085911
,284,4.872786762,2.758080035
,285,4.708333333,2.714285714
,286,4.551689356,2.670950784
,287,4.402852712,2.628004782
,288,4.261504724,2.585297674
,289,4.127326713,2.542679426
,290,4,2.5
,291,3.879169104,2.457252987
,292,3.764331325,2.415006477
,293,3.654947163,2.373972183
,294,3.550477115,2.334861818
,295,3.450381679,2.298387097
,296,3.354335516,2.265088796
,297,3.262869932,2.234823939
,298,3.1767304,2.207278614
,299,3.09666239,2.182138909
,300,3.023411371,2.159090909
,301,2.957353946,2.137828525
,302,2.897391237,2.118076959
,303,2.842055497,2.099569232
,304,2.78987898,2.082038368
,305,2.739393939,2.065217391
,306,2.68942277,2.048924048
,307,2.63994844,2.033314975
,308,2.591244057,2.018631534
